*******************************************************************************
USER DATA                   {Unspecified by user}           Fri Dec-22 05:35:34
Local ID: -839369              (TLE ID = 39369)
 
Geocentric SGP4/SDP4 Two-Line Elements (TLEs):

1 39369U 13055AC  23355.77119201  .00100300  12551-5  10733-2 0  9999
2 39369  80.9531 247.5178 0278342  30.2449 331.4520 15.28467463537133
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Dec 22 05:35:34 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: {Unspecified by user} (-839369) {source: USER-INPUT TLE}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2023-Nov-20 00:00:00.0000 TDB
Stop  time      : A.D. 2023-Dec-21 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Keplerian GM    : 3.9860043550702260E+05 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
EOP file        : eop.231221.p240314
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-DEC-21. PREDICTS-> 2024-MAR-13
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2460270.541666667, A.D. 2023-Nov-22 01:00:00.0000,  2.995981536207183E-02,  6.664958493219207E+03,  8.082330982711925E+01,  2.832105456817090E+02,  1.276044204345702E+02,  2.460270525010375E+06,  6.351553075723698E-02,  9.140542522131706E+01,  9.483234061394958E+01,  6.870806590045477E+03,  7.076654686871747E+03,  5.667905088850754E+03,
2460270.583333333, A.D. 2023-Nov-22 02:00:00.0000,  2.916372675507811E-02,  6.660566795637026E+03,  8.081656237423363E+01,  2.831550854983498E+02,  1.310559919929511E+02,  2.460270591277191E+06,  6.365664221335306E-02,  3.163093059336229E+02,  3.139390772776657E+02,  6.860648885084152E+03,  7.060730974531279E+03,  5.655340707312456E+03,
2460270.625000000, A.D. 2023-Nov-22 03:00:00.0000,  3.097054807471774E-02,  6.657446414899618E+03,  8.082272518538383E+01,  2.830974225966683E+02,  1.294097008026483E+02,  2.460270656650773E+06,  6.352365272165399E-02,  1.862865177718083E+02,  1.859123274982707E+02,  6.870220922256288E+03,  7.082995429612958E+03,  5.667180405658300E+03,
2460270.666666667, A.D. 2023-Nov-22 04:00:00.0000,  3.053922958479938E-02,  6.669287909362017E+03,  8.082863238891238E+01,  2.830550387772278E+02,  1.291531258396589E+02,  2.460270656622438E+06,  6.339684970016184E-02,  5.501714037539474E+01,  5.794721212994106E+01,  6.879378839131050E+03,  7.089469768900083E+03,  5.678515599791404E+03,
2460270.708333333, A.D. 2023-Nov-22 05:00:00.0000,  3.067153404373227E-02,  6.658219477022540E+03,  8.082162618494473E+01,  2.830094732678701E+02,  1.298151028974771E+02,  2.460270722394489E+06,  6.354198923323479E-02,  2.828038654960502E+02,  2.793492984336413E+02,  6.868899151180949E+03,  7.079578825339358E+03,  5.665545009593544E+03,
2460270.750000000, A.D. 2023-Nov-22 06:00:00.0000,  3.197614451320643E-02,  6.642516982263802E+03,  8.081683651990299E+01,  2.829502839031122E+02,  1.270248230434739E+02,  2.460270722007420E+06,  6.363874356822614E-02,  1.539140476010631E+02,  1.554691646367154E+02,  6.861935214317064E+03,  7.081353446370327E+03,  5.656931293969520E+03,
2460270.791666667, A.D. 2023-Nov-22 07:00:00.0000,  3.050250333592617E-02,  6.665498233890199E+03,  8.082570070141604E+01,  2.828972922090080E+02,  1.271890035128807E+02,  2.460270787629741E+06,  6.345452951222443E-02,  2.213232875431469E+01,  2.349719226273087E+01,  6.875209329395268E+03,  7.084920424900336E+03,  5.673353860903602E+03,
2460270.833333333, A.D. 2023-Nov-22 08:00:00.0000,  3.046444483304177E-02,  6.668658589118907E+03,  8.082787092621751E+01,  2.828554766016470E+02,  1.270053566404916E+02,  2.460270853264257E+06,  6.341316092085260E-02,  2.508005182293407E+02,  2.475462629862306E+02,  6.878199106344826E+03,  7.087739623570745E+03,  5.677054964178873E+03,
2460270.875000000, A.D. 2023-Nov-22 09:00:00.0000,  3.092515685446495E-02,  6.650792848437809E+03,  8.081772423918571E+01,  2.828063012780450E+02,  1.249422361917055E+02,  2.460270852937664E+06,  6.362347188400645E-02,  1.212781614014281E+02,  1.242459013364030E+02,  6.863033227495513E+03,  7.075273606553216E+03,  5.658289139837025E+03,
2460270.916666667, A.D. 2023-Nov-22 10:00:00.0000,  2.892699806280285E-02,  6.664847613503044E+03,  8.081814596276185E+01,  2.827471351074789E+02,  1.274873540933402E+02,  2.460270919020316E+06,  6.361858430811256E-02,  3.470628237720799E+02,  3.462936565463762E+02,  6.863384730300723E+03,  7.061921847098402E+03,  5.658723844851312E+03,
2460270.958333333, A.D. 2023-Nov-22 11:00:00.0000,  3.003577580021816E-02,  6.670512615035334E+03,  8.082723241107718E+01,  2.826976168362744E+02,  1.275357975822198E+02,  2.460270984713655E+06,  6.342876805711951E-02,  2.154293588597052E+02,  2.134937862636669E+02,  6.877070770871462E+03,  7.083628926707589E+03,  5.675658081137713E+03,
2460271.000000000, A.D. 2023-Nov-22 12:00:00.0000,  2.994106059160245E-02,  6.667233453044842E+03,  8.082440208836637E+01,  2.826571227138474E+02,  1.267619517894958E+02,  2.460270984557915E+06,  6.348486593758434E-02,  8.470126337185860E+01,  8.812739791211553E+01,  6.873018929252833E+03,  7.078804405460824E+03,  5.670642832481318E+03,
2460271.041666667, A.D. 2023-Nov-22 13:00:00.0000,  2.946923855100072E-02,  6.659134513444038E+03,  8.081655630855244E+01,  2.826035970881956E+02,  1.297825037559440E+02,  2.460271050747085E+06,  6.364712530602111E-02,  3.100657655834324E+02,  3.074196250499210E+02,  6.861332765488002E+03,  7.063531017531966E+03,  5.656186328433336E+03,
2460271.083333333, A.D. 2023-Nov-22 14:00:00.0000,  3.129216920798419E-02,  6.652893327761431E+03,  8.082065606308993E+01,  2.825444059419056E+02,  1.277748068302056E+02,  2.460271116038851E+06,  6.355721994748803E-02,  1.804027630083161E+02,  1.803785067294694E+02,  6.867801741957657E+03,  7.082710156153884E+03,  5.664187330683087E+03,
2460271.125000000, A.D. 2023-Nov-22 15:00:00.0000,  3.070565067687332E-02,  6.668321942654337E+03,  8.082829808232967E+01,  2.825001025642668E+02,  1.275340141779645E+02,  2.460271116033329E+06,  6.339429836876037E-02,  4.911285583183690E+01,  5.184037158315679E+01,  6.879563413643060E+03,  7.090804884631782E+03,  5.678744134147588E+03,
2460271.166666667, A.D. 2023-Nov-22 16:00:00.0000,  3.078297661463566E-02,  6.659698382593400E+03,  8.082271878262185E+01,  2.824561907987689E+02,  1.276711443227195E+02,  2.460271181710222E+06,  6.350987039081579E-02,  2.774522075841125E+02,  2.739391974686229E+02,  6.871214827956524E+03,  7.082731273319649E+03,  5.668410245284643E+03,
2460271.208333333, A.D. 2023-Nov-22 17:00:00.0000,  3.192277071065039E-02,  6.641991112070293E+03,  8.081578925402175E+01,  2.823984124929258E+02,  1.249933984277207E+02,  2.460271181335229E+06,  6.365156543729196E-02,  1.484759486175541E+02,  1.503252829396801E+02,  6.861013678574049E+03,  7.080036245077805E+03,  5.655791770819267E+03,
2460271.250000000, A.D. 2023-Nov-22 18:00:00.0000,  3.020196159240502E-02,  6.665031571887946E+03,  8.082356100439986E+01,  2.823431843372837E+02,  1.254141733816160E+02,  2.460271247004774E+06,  6.349070542084607E-02,  1.643060158060197E+01,  1.744619534265431E+01,  6.872597497548979E+03,  7.080163423210012E+03,  5.670121281749063E+03,
2460271.291666667, A.D. 2023-Nov-22 19:00:00.0000,  3.026684816960483E-02,  6.670617335400993E+03,  8.082784858559386E+01,  2.823005396885908E+02,  1.253841101961540E+02,  2.460271312668141E+06,  6.340461058134682E-02,  2.449505974424447E+02,  2.418595586587105E+02,  6.878817459019566E+03,  7.087017582638138E+03,  5.677820535434523E+03,
2460271.333333333, A.D. 2023-Nov-22 20:00:00.0000,  3.059796385734799E-02,  6.654500956039147E+03,  8.081828092119923E+01,  2.822538893084753E+02,  1.236389861453007E+02,  2.460271312379452E+06,  6.360249764166316E-02,  1.151469392343120E+02,  1.182685524754115E+02,  6.864541962917754E+03,  7.074582969796361E+03,  5.660155078000900E+03,
2460271.375000000, A.D. 2023-Nov-22 21:00:00.0000,  2.877697139174928E-02,  6.664046090714406E+03,  8.081642806018046E+01,  2.821949775950614E+02,  1.265952260354132E+02,  2.460271378539594E+06,  6.364480874030971E-02,  3.405360849522467E+02,  3.393988390130875E+02,  6.861499258583161E+03,  7.058952426451917E+03,  5.656392204255183E+03,
2460271.416666667, A.D. 2023-Nov-22 22:00:00.0000,  3.017299493023898E-02,  6.667780274233106E+03,  8.082551821497593E+01,  2.821430366828025E+02,  1.263993452853956E+02,  2.460271444184039E+06,  6.345429253389827E-02,  2.091373547697660E+02,  2.075078224374616E+02,  6.875226446961521E+03,  7.082672619689936E+03,  5.673375048783066E+03,
2460271.458333333, A.D. 2023-Nov-22 23:00:00.0000,  3.000466012260177E-02,  6.668697779924917E+03,  8.082525439068007E+01,  2.821028983232800E+02,  1.258220096010005E+02,  2.460271444065188E+06,  6.345771568682025E-02,  7.822862787134930E+01,  8.161856404454790E+01,  6.874979193990564E+03,  7.081260608056210E+03,  5.673069005141791E+03,
2460271.500000000, A.D. 2023-Nov-23 00:00:00.0000,  2.978806047694538E-02,  6.658095512029184E+03,  8.081691865049744E+01,  2.820515530760727E+02,  1.282757680556002E+02,  2.460271510151279E+06,  6.363065702957139E-02,  3.041914282466244E+02,  3.013088640553929E+02,  6.862516570660046E+03,  7.066937629290907E+03,  5.657650208337396E+03,
2460271.541666667, A.D. 2023-Nov-23 01:00:00.0000,  3.158039932521107E-02,  6.648665107017663E+03,  8.081871369124134E+01,  2.819915168592070E+02,  1.259880313649675E+02,  2.460271509848702E+06,  6.358946718584318E-02,  1.748120323397175E+02,  1.751268637027513E+02,  6.865479697421359E+03,  7.082294287825054E+03,  5.661314930472419E+03,
2460271.583333333, A.D. 2023-Nov-23 02:00:00.0000,  3.078361105752324E-02,  6.667177952826485E+03,  8.082757884564765E+01,  2.819450111208158E+02,  1.257344111267484E+02,  2.460271575387706E+06,  6.340296534120422E-02,  4.352627633948515E+01,  4.602449616916842E+01,  6.878936457214802E+03,  7.090694961603120E+03,  5.677967868894671E+03,
2460271.625000000, A.D. 2023-Nov-23 03:00:00.0000,  3.079549714802754E-02,  6.661563284776709E+03,  8.082385668693658E+01,  2.819023689880786E+02,  1.255829697843137E+02,  2.460271641012140E+06,  6.348197278174290E-02,  2.721759358544752E+02,  2.686466486412174E+02,  6.873227750360686E+03,  7.084892215944662E+03,  5.670901268895887E+03,
2460271.666666667, A.D. 2023-Nov-23 04:00:00.0000,  3.178661373551110E-02,  6.642456791563271E+03,  8.081530945532933E+01,  2.818465513446002E+02,  1.230317135622702E+02,  2.460271640648594E+06,  6.365829961505573E-02,  1.431014072824568E+02,  1.452204430597634E+02,  6.860529802413554E+03,  7.078602813263837E+03,  5.655193465375832E+03,
2460271.708333333, A.D. 2023-Nov-23 05:00:00.0000,  2.983126761883229E-02,  6.664739206552338E+03,  8.082155291461147E+01,  2.817895256580291E+02,  1.238073456249153E+02,  2.460271706384913E+06,  6.353129197780481E-02,  1.069508368677516E+01,  1.135355646221085E+01,  6.869670176026496E+03,  7.074601145500654E+03,  5.666498961264144E+03,
2460271.750000000, A.D. 2023-Nov-23 06:00:00.0000,  3.010773894883752E-02,  6.671641588191834E+03,  8.082772887331390E+01,  2.817455497997022E+02,  1.239930842025264E+02,  2.460271772087957E+06,  6.340561174773990E-02,  2.389967619953700E+02,  2.360970682062293E+02,  6.878745048404815E+03,  7.085848508617796E+03,  5.677730883384029E+03,
2460271.791666667, A.D. 2023-Nov-23 07:00:00.0000,  3.032152292368460E-02,  6.658094180568360E+03,  8.081937859883003E+01,  2.817011646990706E+02,  1.225054948774150E+02,  2.460271771829854E+06,  6.357820318508489E-02,  1.089667221702647E+02,  1.122109313640787E+02,  6.866290567408725E+03,  7.074486954249091E+03,  5.662317932326438E+03,
2460271.833333333, A.D. 2023-Nov-23 08:00:00.0000,  2.874725814835654E-02,  6.662981650899401E+03,  8.081545079207486E+01,  2.816430547260533E+02,  1.257503833511914E+02,  2.460271838044728E+06,  6.366298205638476E-02,  3.340850616937721E+02,  3.325975289471605E+02,  6.860193401561749E+03,  7.057405152224097E+03,  5.654777523320487E+03,
2460271.875000000, A.D. 2023-Nov-23 09:00:00.0000,  3.039295431236337E-02,  6.664216659115738E+03,  8.082392834126081E+01,  2.815887640636411E+02,  1.252110109821240E+02,  2.460271903620097E+06,  6.348359304448345E-02,  2.030192715911139E+02,  2.017035503090846E+02,  6.873110801695480E+03,  7.082004944275222E+03,  5.670756533073753E+03,
2460271.916666667, A.D. 2023-Nov-23 10:00:00.0000,  3.014191687524903E-02,  6.669352595609103E+03,  8.082614339164813E+01,  2.815482989111730E+02,  1.247703178535775E+02,  2.460271903532973E+06,  6.343490355548205E-02,  7.198282454125344E+01,  7.530430940190706E+01,  6.876627324815765E+03,  7.083902054022427E+03,  5.675109124823265E+03,
2460271.958333333, A.D. 2023-Nov-23 11:00:00.0000,  3.010447046261211E-02,  6.657589721640635E+03,  8.081782965549097E+01,  2.814991166481913E+02,  1.265608657634511E+02,  2.460271969498541E+06,  6.360678009610453E-02,  2.986401996247064E+02,  2.955584854404393E+02,  6.864233846727917E+03,  7.070877971815199E+03,  5.659773996672526E+03,
2460272.000000000, A.D. 2023-Nov-23 12:00:00.0000,  3.180099175477390E-02,  6.645247545585825E+03,  8.081717241873393E+01,  2.814388298249484E+02,  1.241065735570591E+02,  2.460271969173622E+06,  6.361678559321002E-02,  1.694368889483013E+02,  1.700797517919973E+02,  6.863514100917889E+03,  7.081780656249953E+03,  5.658883840846303E+03,
2460272.041666667, A.D. 2023-Nov-23 13:00:00.0000,  3.078188859182820E-02,  6.666066620274065E+03,  8.082661251172144E+01,  2.813899284556666E+02,  1.238731736021943E+02,  2.460272034709492E+06,  6.341899038889814E-02,  3.812114888974916E+01,  4.036597855417487E+01,  6.877777604247379E+03,  7.089488588220693E+03,  5.676533129783474E+03,
2460272.083333333, A.D. 2023-Nov-23 14:00:00.0000,  3.073010946743782E-02,  6.663802690444620E+03,  8.082492814029686E+01,  2.813480212592896E+02,  1.235542693414479E+02,  2.460272100303949E+06,  6.345639641453203E-02,  2.669563470642842E+02,  2.634492520726682E+02,  6.875074481869251E+03,  7.086346273293882E+03,  5.673186949480747E+03,
2460272.125000000, A.D. 2023-Nov-23 15:00:00.0000,  3.156178565757990E-02,  6.644159190033042E+03,  8.081527698846425E+01,  2.812944677708282E+02,  1.212174959161034E+02,  2.460272099963152E+06,  6.365600075980640E-02,  1.376996197130578E+02,  1.400639742987827E+02,  6.860694974273085E+03,  7.077230758513128E+03,  5.655397695472423E+03,
2460272.166666667, A.D. 2023-Nov-23 16:00:00.0000,  2.947259421518885E-02,  6.664530564516010E+03,  8.081961365101087E+01,  2.812361356010455E+02,  1.224122759233108E+02,  2.460272165779334E+06,  6.356951178657305E-02,  4.873586699674330E+00,  5.171429808334879E+00,  6.866916405237189E+03,  7.069302245958368E+03,  5.663092100009459E+03,
2460272.208333333, A.D. 2023-Nov-23 17:00:00.0000,  2.999921783485947E-02,  6.671890647392392E+03,  8.082724444985264E+01,  2.811904167403795E+02,  1.227368148962475E+02,  2.460272231507654E+06,  6.341270278873161E-02,  2.330311975238874E+02,  2.303462404603317E+02,  6.878232234514338E+03,  7.084573821636285E+03,  5.677095978693589E+03,
2460272.250000000, A.D. 2023-Nov-23 18:00:00.0000,  3.011084347602458E-02,  6.661508978745040E+03,  8.082058643843195E+01,  2.811478999139314E+02,  1.215286153078125E+02,  2.460272231286664E+06,  6.355002800785095E-02,  1.027497334653373E+02,  1.060854886197224E+02,  6.868319883706597E+03,  7.075130788668155E+03,  5.664828345245194E+03,
2460272.291666667, A.D. 2023-Nov-23 19:00:00.0000,  2.884809483430395E-02,  6.661748801526262E+03,  8.081489383581214E+01,  2.810910927443604E+02,  1.248328920022515E+02,  2.460272297514374E+06,  6.367073860422587E-02,  3.278308746105167E+02,  3.260157894834067E+02,  6.859636238256307E+03,  7.057523674986353E+03,  5.654088642472675E+03,
2460272.333333333, A.D. 2023-Nov-23 20:00:00.0000,  3.067030707513364E-02,  6.660120271558797E+03,  8.082220855138593E+01,  2.810347412699021E+02,  1.239088325017475E+02,  2.460272363010530E+06,  6.351490949768555E-02,  1.971407971159986E+02,  1.961416891162908E+02,  6.870851393670275E+03,  7.081582515781753E+03,  5.667960528434952E+03,
2460272.375000000, A.D. 2023-Nov-23 21:00:00.0000,  3.031787317063911E-02,  6.669287129204659E+03,  8.082671561391801E+01,  2.809933831921244E+02,  1.235349048086094E+02,  2.460272362947600E+06,  6.341857511613533E-02,  6.603949663751547E+01,  6.926217429876112E+01,  6.877807628580003E+03,  7.086328127955346E+03,  5.676570300432478E+03,
2460272.416666667, A.D. 2023-Nov-23 22:00:00.0000,  3.037522095964892E-02,  6.657668734453873E+03,  8.081897101487888E+01,  2.809462927445931E+02,  1.246834212626512E+02,  2.460272428796645E+06,  6.357901595201965E-02,  2.933672763125140E+02,  2.901249291254363E+02,  6.866232050137009E+03,  7.074795365820144E+03,  5.662245547676871E+03,
2460272.458333333, A.D. 2023-Nov-23 23:00:00.0000,  3.195245581403883E-02,  6.642626347731120E+03,  8.081593292271366E+01,  2.808864287870823E+02,  1.221475963812962E+02,  2.460272428459772E+06,  6.363950786469610E-02,  1.642583879582520E+02,  1.652148769609829E+02,  6.861880273986913E+03,  7.081134200242706E+03,  5.656863355470875E+03,
2460272.500000000, A.D. 2023-Nov-24 00:00:00.0000,  3.067591229561011E-02,  6.665089023196003E+03,  8.082538272310087E+01,  2.808351448138832E+02,  1.219664004193741E+02,  2.460272494001997E+06,  6.344334791851435E-02,  3.287808513926166E+01,  3.484934043367495E+01,  6.876017121353766E+03,  7.086945219511529E+03,  5.674353763019859E+03,
2460272.541666667, A.D. 2023-Nov-24 01:00:00.0000,  3.060733252140818E-02,  6.666011779426350E+03,  8.082590466636556E+01,  2.807934610129539E+02,  1.216644729255226E+02,  2.460272559600235E+06,  6.343690661852705E-02,  2.617070292320098E+02,  2.582574966812007E+02,  6.876482567961618E+03,  7.086953356496886E+03,  5.674929929431021E+03,
2460272.583333333, A.D. 2023-Nov-24 02:00:00.0000,  3.129071156878561E-02,  6.646647893729896E+03,  8.081581814102340E+01,  2.807423902449137E+02,  1.195498645714697E+02,  2.460272559282112E+06,  6.364696568500164E-02,  1.322600204901917E+02,  1.348448078193369E+02,  6.861344237231249E+03,  7.076040580732602E+03,  5.656200513653611E+03,
2460272.625000000, A.D. 2023-Nov-24 03:00:00.0000,  2.914600468393524E-02,  6.664272488631703E+03,  8.081809655029856E+01,  2.806833155922061E+02,  1.212121331446593E+02,  2.460272625187569E+06,  6.360529641195123E-02,  3.589692161350264E+02,  3.589068651694549E+02,  6.864340591668602E+03,  7.064408694705502E+03,  5.659906018964125E+03,
2460272.666666667, A.D. 2023-Nov-24 04:00:00.0000,  2.997150048346258E-02,  6.671094581804833E+03,  8.082676866432288E+01,  2.806355616201201E+02,  1.215959190199299E+02,  2.460272690925762E+06,  6.342677223091178E-02,  2.270583853320019E+02,  2.246075569214125E+02,  6.877215035568243E+03,  7.083335489331654E+03,  5.675836674919897E+03,
2460272.708333333, A.D. 2023-Nov-24 05:00:00.0000,  2.999073045344916E-02,  6.664363402481149E+03,  8.082223444944053E+01,  2.805944293079825E+02,  1.206346775056505E+02,  2.460272690740583E+06,  6.352100159109338E-02,  9.655279130754556E+01,  9.995048632707082E+01,  6.870412079254183E+03,  7.076460756027216E+03,  5.667416932709033E+03,
2460272.750000000, A.D. 2023-Nov-24 06:00:00.0000,  2.905618684470955E-02,  6.660413045471105E+03,  8.081520869493424E+01,  2.805392983352398E+02,  1.237884394240331E+02,  2.460272756942393E+06,  6.366942398359673E-02,  3.218096283247656E+02,  3.196910853122919E+02,  6.859730661269328E+03,  7.059048277067552E+03,  5.654205385818276E+03,
2460272.791666667, A.D. 2023-Nov-24 07:00:00.0000,  3.098336562125338E-02,  6.655732701721154E+03,  8.082091650815691E+01,  2.804812450853228E+02,  1.224812594227479E+02,  2.460272822356831E+06,  6.354692749342049E-02,  1.914970459077298E+02,  1.908153100776542E+02,  6.868543289752977E+03,  7.081353877784801E+03,  5.665104737554362E+03,
2460272.833333333, A.D. 2023-Nov-24 08:00:00.0000,  3.050419149306836E-02,  6.668618737423019E+03,  8.082738078696791E+01,  2.804384716324502E+02,  1.221270000658719E+02,  2.460272822313481E+06,  6.340982987496767E-02,  6.037346803213300E+01,  6.346882692592314E+01,  6.878439987990253E+03,  7.088261238557487E+03,  5.677353191293096E+03,
2460272.875000000, A.D. 2023-Nov-24 09:00:00.0000,  3.058762012794889E-02,  6.658284933249675E+03,  8.082063906626058E+01,  2.803932233974572E+02,  1.227029157656385E+02,  2.460272888058441E+06,  6.354930345161004E-02,  2.883005403094610E+02,  2.849342579423413E+02,  6.868372089624517E+03,  7.078459245999358E+03,  5.664892932683738E+03,
2460272.916666667, A.D. 2023-Nov-24 10:00:00.0000,  3.201907977635404E-02,  6.641006062328808E+03,  8.081534837793176E+01,  2.803343201640168E+02,  1.201768851883483E+02,  2.460272887720532E+06,  6.365622753232154E-02,  1.592007906317653E+02,  1.604565179217267E+02,  6.860678680313704E+03,  7.080351298298599E+03,  5.655377548366489E+03,
2460272.958333333, A.D. 2023-Nov-24 11:00:00.0000,  3.048680557697684E-02,  6.664273060235214E+03,  8.082412031050802E+01,  2.802807922940801E+02,  1.201103107274017E+02,  2.460272953283222E+06,  6.347357031414140E-02,  2.769539943403784E+01,  2.937546681163704E+01,  6.873834310425510E+03,  7.083395560615806E+03,  5.671651968186117E+03,
2460273.000000000, A.D. 2023-Nov-24 12:00:00.0000,  3.045430175602538E-02,  6.667991811080648E+03,  8.082661157062364E+01,  2.802387895821790E+02,  1.199340464948584E+02,  2.460273018904828E+06,  6.342366810576003E-02,  2.564052326016727E+02,  2.530452202763716E+02,  6.877439426689849E+03,  7.086887042299049E+03,  5.676114465654903E+03,
2460273.041666667, A.D. 2023-Nov-24 13:00:00.0000,  3.099819484172896E-02,  6.649686377234470E+03,  8.081648201198001E+01,  2.801901585882644E+02,  1.180554578668361E+02,  2.460273018611254E+06,  6.363215794290544E-02,  1.267544741172235E+02,  1.295348298638259E+02,  6.862408657895482E+03,  7.075130938556495E+03,  5.657516759419246E+03,
2460273.083333333, A.D. 2023-Nov-24 14:00:00.0000,  2.888975859020136E-02,  6.663880211695123E+03,  8.081645929362038E+01,  2.801308913986717E+02,  1.201790427743181E+02,  2.460273084604691E+06,  6.363609854157734E-02,  3.530098749816606E+02,  3.525920394381521E+02,  6.862125356664870E+03,  7.060370501634618E+03,  5.657166423626522E+03,
2460273.125000000, A.D. 2023-Nov-24 15:00:00.0000,  3.002802933463641E-02,  6.669290847744327E+03,  8.082543444100135E+01,  2.800809639677643E+02,  1.205098879874274E+02,  2.460273150330852E+06,  6.344695846930108E-02,  2.211408981845112E+02,  2.189398860144451E+02,  6.875756258368426E+03,  7.082221668992524E+03,  5.674030854831072E+03,
2460273.166666667, A.D. 2023-Nov-24 16:00:00.0000,  2.995749267098614E-02,  6.666517557729689E+03,  8.082303291591191E+01,  2.800406395152581E+02,  1.197381919583534E+02,  2.460273150176442E+06,  6.349347902454654E-02,  9.046267895145914E+01,  9.389235589996196E+01,  6.872397351004513E+03,  7.078277144279336E+03,  5.669873592228649E+03,
2460273.208333333, A.D. 2023-Nov-24 17:00:00.0000,  2.932947797338804E-02,  6.659205937142414E+03,  8.081500472043263E+01,  2.799874124361217E+02,  1.225623654013752E+02,  2.460273216319244E+06,  6.365984979322632E-02,  3.160758067636750E+02,  3.136818579840183E+02,  6.860418428324174E+03,  7.061630919505934E+03,  5.655055756011312E+03,
2460273.250000000, A.D. 2023-Nov-24 18:00:00.0000,  3.129128217271458E-02,  6.651461199245767E+03,  8.081868302936087E+01,  2.799281342637985E+02,  1.209129909617259E+02,  2.460273281657100E+06,  6.357783517056811E-02,  1.861035925103112E+02,  1.857366316562816E+02,  6.866317063982157E+03,  7.081172928718548E+03,  5.662350708138827E+03,
2460273.291666667, A.D. 2023-Nov-24 19:00:00.0000,  3.065825459600386E-02,  6.667608641655323E+03,  8.082663422612143E+01,  2.798835515289422E+02,  1.205479456643815E+02,  2.460273281630354E+06,  6.340912206521065E-02,  5.498441937639217E+01,  5.792503544004088E+01,  6.878491175345430E+03,  7.089373709035536E+03,  5.677416565234446E+03,
2460273.333333333, A.D. 2023-Nov-24 20:00:00.0000,  3.071771782193509E-02,  6.659452780561049E+03,  8.082130146267390E+01,  2.798398145174234E+02,  1.206685417173530E+02,  2.460273347292515E+06,  6.351979859028589E-02,  2.833904701223395E+02,  2.799375537650589E+02,  6.870498824755836E+03,  7.081544868950623E+03,  5.667524267859611E+03,
2460273.375000000, A.D. 2023-Nov-24 21:00:00.0000,  3.199267365813020E-02,  6.640450495523830E+03,  8.081413772615866E+01,  2.797823642885492E+02,  1.182212506901404E+02,  2.460273346961330E+06,  6.366682142147330E-02,  1.542354929953341E+02,  1.557733905470099E+02,  6.859917600642861E+03,  7.079384705761891E+03,  5.654436517519949E+03,
2460273.416666667, A.D. 2023-Nov-24 22:00:00.0000,  3.021764620429834E-02,  6.663711076452568E+03,  8.082186607654826E+01,  2.797268027620796E+02,  1.183410676566190E+02,  2.460273412559631E+06,  6.350803782843434E-02,  2.253569354896508E+01,  2.391056751211517E+01,  6.871347009327387E+03,  7.078982942202207E+03,  5.668573810649489E+03,
2460273.458333333, A.D. 2023-Nov-24 23:00:00.0000,  3.028870130979367E-02,  6.669555553396624E+03,  8.082638479165553E+01,  2.796839526041388E+02,  1.183674194453745E+02,  2.460273478218191E+06,  6.341760829059558E-02,  2.510452707211748E+02,  2.478042700094526E+02,  6.877877531596490E+03,  7.086199509796357E+03,  5.676656841904044E+03,
2460273.500000000, A.D. 2023-Nov-25 00:00:00.0000,  3.070207930385389E-02,  6.653076405191062E+03,  8.081699730860916E+01,  2.796376548830490E+02,  1.167245951933026E+02,  2.460273477949887E+06,  6.361267695867608E-02,  1.211904049805122E+02,  1.241400559687732E+02,  6.863809632865867E+03,  7.074542860540671E+03,  5.659249338521980E+03,
2460273.541666667, A.D. 2023-Nov-25 01:00:00.0000,  2.872346682152412E-02,  6.663323749457907E+03,  8.081493070737282E+01,  2.795786880371010E+02,  1.192512591161758E+02,  2.460273544020030E+06,  6.366041840222755E-02,  3.470558881571091E+02,  3.462919265565966E+02,  6.860377577179140E+03,  7.057431404900372E+03,  5.655005245573491E+03,
2460273.583333333, A.D. 2023-Nov-25 02:00:00.0000,  3.015609063956868E-02,  6.666666611159540E+03,  8.082391148243467E+01,  2.795264926889972E+02,  1.194109608194040E+02,  2.460273609710601E+06,  6.347185266173851E-02,  2.153479085225300E+02,  2.134087586290277E+02,  6.873958321350813E+03,  7.081250031542086E+03,  5.671805452387744E+03,
